,Birthplace,DOB,Name,credits,wins,age
727,"Shelbyville, Tennessee, USA",1944-5-28,Sondra Locke,30.0,"Nominated for
        1
        Oscar.",71.4880219028
728,"Brooklyn, New York City, New York, USA",1934-9-2,Chuck McCann,151.0,1 nomination.,81.2238193018
729,"Johnstown, Pennsylvania, USA",1931-5-28,Carroll Baker,82.0,"Nominated for
        1
        Oscar.",84.4900752909
730,"Santurce, Puerto Rico",1912-1-8,José Ferrer,116.0,"Won
        1
        Oscar.",103.874058864
731,"Budapest, Austria-Hungary [now Hungary]",1917-2-6,Zsa Zsa Gabor,76.0,3 wins.,98.7926078029
732,"Paris, France",1925-4-29,Colette Marchand,6.0,"Nominated for
        1
        Oscar.",90.5681040383
733,"Brooklyn, New York City, New York, USA",1957-2-28,John Turturro,97.0,"Nominated for
        1
        Golden Globe.",58.7323750856
734,"New Rochelle, New York, USA",1962-9-21,Rob Morrow,49.0,"Nominated for
        3
        Golden Globes.",53.1718001369
735,"Fairfield, Connecticut, USA",1961-11-19,Meg Ryan,48.0,"Nominated for
        3
        Golden Globes.",54.0095824778
736,"Stamford, Connecticut, USA",1938-10-22,Christopher Lloyd,208.0,"Won
        3
        Primetime Emmys.",77.0869267625
737,"New York City, New York, USA",1921-6-21,Judy Holliday,16.0,"Won
        1
        Oscar.",94.4229979466
738,"Philadelphia, Pennsylvania, USA",1911-12-9,Broderick Crawford,145.0,"Won
        1
        Oscar.",103.956194387
739,"Palms, California, USA",1985-3-13,Emile Hirsch,40.0,6 wins & 21 nominations.,30.6967830253
740,"New York City, New York, USA",1946-10-4,Susan Sarandon,131.0,"Won
        1
        Oscar.",69.1362080767
741,"Santa Ana, California, USA",1958-4-29,Michelle Pfeiffer,57.0,"Nominated for
        3
        Oscars.",57.568788501
742,"Burnham Deepdale, Norfolk, England, UK",1959-5-29,Rupert Everett,68.0,"Nominated for
        2
        Golden Globes.",56.4873374401
743,"Chicago, Illinois, USA",1951-7-21,Robin Williams,103.0,"Won
        1
        Oscar.",64.3422313484
744,"Berkeley, California, USA",1972-8-15,Ben Affleck,64.0,"Won
        2
        Oscars.",43.2717316906
745,"Kansas City, Missouri, USA",1929-11-15,Edward Asner,337.0,"Won
        5
        Golden Globes.",86.0205338809
746,"Los Angeles, California, USA",2000-2-5,Jordan Nagai,4.0,1 win.,15.7973990418
747,"Bridgeport, Connecticut, USA",1947-4-6,John Ratzenberger,140.0,"Nominated for
        2
        Primetime Emmys.",68.6324435318
748,"Wilkes-Barre, Pennsylvania, USA",1952-4-28,Mary McDonnell,51.0,"Nominated for
        2
        Oscars.",63.5701574264
749,"Six Nations Reserve, Ontario, Canada",1952-6-22,Graham Greene,142.0,"Nominated for
        1
        Oscar.",63.4195756331
750,"Dorking, Surrey, England, UK",1907-5-22,Laurence Olivier,87.0,"Won
        1
        Oscar.",108.506502396
751,"Palo Alto, California, USA",1953-9-10,Amy Irving,50.0,"Nominated for
        1
        Oscar.",62.2012320329
752,"Chicago, Illinois, USA",1952-11-30,Mandy Patinkin,58.0,"Nominated for
        3
        Golden Globes.",62.9787816564
753,"London, England, UK",1896-8-18,Alan Mowbray,186.0,0,119.260780287
754,"Peekskill, New York, USA",1956-1-3,Mel Gibson,54.0,"Won
        2
        Oscars.",59.8877481177
755,"Morristown, New Jersey, USA",1945-4-2,Linda Hunt,51.0,"Won
        1
        Oscar.",70.6420260096
756,"Ightham, Kent, England, UK",1913-1-2,Anna Lee,123.0,5 wins.,102.88843258
757,"Wise, Virginia, USA",1927-10-18,George C. Scott,95.0,"Won
        1
        Oscar.",88.0985626283
758,"Doncaster, Yorkshire, England, UK",1938-7-20,Diana Rigg,62.0,"Nominated for
        1
        Golden Globe.",77.3442847365
759,"Bedford Hills, New York, USA",1915-7-16,Barnard Hughes,102.0,"Won
        1
        Primetime Emmy.",100.355920602
760,"Katy, Texas, USA",1969-4-25,Renée Zellweger,41.0,"Won
        1
        Oscar.",46.5790554415
761,"Rye Brook, New York, USA",1964-8-18,Craig Bierko,76.0,1 nomination.,51.2635181383
762,"Buenos Aires City, Distrito Federal, Argentina",1936-5-2,Norma Aleandro,89.0,"Nominated for
        1
        Oscar.",79.5592060233
763,"New York City, New York, USA",1965-1-22,Diane Lane,60.0,"Nominated for
        1
        Oscar.",50.8336755647
764,"Paris, France",1966-1-12,Olivier Martinez,30.0,2 wins & 1 nomination.,49.8617385352
765,"Chicago, Illinois, USA",1957-12-10,Michael Clarke Duncan,95.0,"Nominated for
        1
        Oscar.",57.9520876112
766,"Hamilton, Massachusetts, USA",1953-10-11,David Morse,90.0,"Nominated for
        2
        Primetime Emmys.",62.1163586585
767,"Greystones, County Wicklow, Ireland",1913-11-24,Geraldine Fitzgerald,90.0,"Nominated for
        1
        Oscar.",101.995893224
768,"New York City, New York, USA",1927-7-2,Brock Peters,126.0,2 wins & 2 nominations.,88.3942505133
769,"New York City, New York, USA",1913-3-4,John Garfield,34.0,"Nominated for
        2
        Oscars.",102.721423682
770,"Bedford, New York, USA",1962-12-9,Felicity Huffman,51.0,"Nominated for
        1
        Oscar.",52.9555099247
771,"Woodstock, Ontario, Canada",1984-9-19,Kevin Zegers,67.0,3 wins & 6 nominations.,31.1759069131
772,"Dublin, Ireland",1941-12-10,Fionnula Flanagan,122.0,"Won
        1
        Primetime Emmy.",73.9520876112
773,"Sioux City, Iowa, USA",1940-12-24,Sharon Farrell,97.0,1 nomination.,74.9130732375
774,"Perth Amboy, New Jersey, USA",1914-4-24,Ruth White,57.0,"Won
        1
        Primetime Emmy.",101.582477755
775,"London, England, UK",1956-1-9,Imelda Staunton,90.0,"Nominated for
        1
        Oscar.",59.871321013
776,"Selby, Yorkshire, England, UK",1889-4-14,James Stephenson,39.0,"Nominated for
        1
        Oscar.",126.606433949
777,"Vienna, Austria",1924-5-2,Theodore Bikel,155.0,"Nominated for
        1
        Oscar.",91.5592060233
778,"London, England, UK",1972-11-6,Thandie Newton,38.0,"Won
        1
        BAFTA Film Award.",43.0444900753
779,"Malibu, California, USA",1998-7-8,Jaden Smith,9.0,8 wins & 19 nominations.,17.3771389459
780,"London, England, UK",1968-1-1,Sophie Okonedo,61.0,"Nominated for
        1
        Oscar.",47.8932238193
781,"San Juan, Puerto Rico",1974-10-28,Joaquin Phoenix,46.0,"Nominated for
        3
        Oscars.",41.0704996578
782,"The Bronx, New York City, New York, USA",1968-1-2,Cuba Gooding Jr.,82.0,"Won
        1
        Oscar.",47.8904859685
783,"Augusta, Georgia, USA",1961-7-30,Laurence Fishburne,102.0,"Nominated for
        1
        Oscar.",54.3162217659
784,"Des Moines, Iowa, USA",1926-4-30,Cloris Leachman,267.0,"Won
        1
        Oscar.",89.5660506502
785,"Detroit, Michigan, USA",1944-3-26,Diana Ross,10.0,"Nominated for
        1
        Oscar.",71.6605065024
786,"New York City, New York, USA",1937-4-6,Billy Dee Williams,132.0,"Nominated for
        1
        Primetime Emmy.",78.6310746064
787,"Peoria, Illinois, USA",1940-12-1,Richard Pryor,47.0,"Won
        1
        Primetime Emmy.",74.9760438056
788,"Fontana Liri, Lazio, Italy",1924-9-28,Marcello Mastroianni,143.0,"Nominated for
        3
        Oscars.",91.151266256
789,"Paris, France",1932-4-27,Anouk Aimée,86.0,"Nominated for
        1
        Oscar.",83.5728952772
790,"Tunis, French Protectorate Tunisia [now Tunisia]",1938-4-15,Claudia Cardinale,117.0,32 wins & 2 nominations.,77.607118412
791,"Sydney, New South Wales, Australia",1972-11-1,Toni Collette,63.0,"Nominated for
        1
        Oscar.",43.0581793292
792,"Cincinnati, Ohio, USA",1914-5-5,Tyrone Power,52.0,2 wins & 1 nomination.,101.552361396
793,"New York City, New York, USA",1915-5-5,Alice Faye,40.0,2 wins.,100.553045859
794,"Upper Montclair, New Jersey, USA",1916-3-26,Sterling Hayden,72.0,"Nominated for
        1
        BAFTA Film Award.",99.6605065024
795,"Chicago, Illinois, USA",1923-8-3,Jean Hagen,38.0,"Nominated for
        1
        Oscar.",92.3066392882
796,"Los Angeles, California, USA",1931-4-8,John Gavin,43.0,"Won
        1
        Golden Globe.",84.6269678303
797,"Bayonne, New Jersey, USA",1942-4-23,Sandra Dee,33.0,"Won
        1
        Golden Globe.",73.5852156057
798,"Westhoughton, Lancashire, England, UK",1927-8-9,Robert Shaw,61.0,"Nominated for
        1
        Oscar.",88.2902121834
799,"St. Joseph, Missouri, USA",1917-1-5,Jane Wyman,111.0,"Won
        1
        Oscar.",98.8802190281
800,"Kansas City, Missouri, USA",1910-12-25,Marguerite Churchill,28.0,0,104.911704312
801,"Dothan, Alabama, USA",1904-9-1,Johnny Mack Brown,169.0,1 win.,111.225188227
802,"Columbus, Ohio, USA",1889-3-29,Warner Baxter,110.0,"Won
        1
        Oscar.",126.650239562
803,"Dallas, Texas, USA",1901-1-14,Bebe Daniels,230.0,1 win.,114.855578371
804,"Pimlico, London, England, UK",1888-2-8,Edith Evans,36.0,"Nominated for
        3
        Oscars.",127.786447639
805,"Miami, Florida, USA",1924-7-19,Pat Hingle,197.0,1 win.,91.3456536619
806,"San Jose, California, USA",1890-3-3,Edmund Lowe,128.0,2 wins.,125.722108145
807,"La Jolla [now in San Diego], California, USA",1923-9-9,Cliff Robertson,114.0,"Won
        1
        Oscar.",92.205338809
808,"Finchley, London, England, UK",1931-2-15,Claire Bloom,121.0,"Nominated for
        1
        Primetime Emmy.",84.7693360712
809,"Vienna, Austria-Hungary [now Austria]",1896-11-28,Lilia Skala,72.0,"Nominated for
        1
        Oscar.",118.981519507
810,"St. Louis, Missouri, USA",1942-4-3,Marsha Mason,46.0,"Nominated for
        4
        Oscars.",73.6399726215
811,"Los Angeles, California, USA",1967-8-13,Quinn Cummings,19.0,"Nominated for
        1
        Oscar.",48.2792607803
812,"Chicago, Illinois, USA",1907-2-22,Robert Young,106.0,"Won
        1
        Golden Globe.",108.750171116
813,"Donnybrook, Western Australia, Australia",1990-3-24,Keisha Castle-Hughes,17.0,"Nominated for
        1
        Oscar.",25.6673511294
814,"Hokianga, New Zealand",2015-11-23,Rawiri Paratene,32.0,1 win & 1 nomination.,0.0
815,"Jersey City, New Jersey, USA",1910-3-24,Richard Conte,95.0,1 nomination.,105.667351129
816,"Rock Island, Illinois, USA",1906-4-22,Eddie Albert,207.0,"Nominated for
        2
        Oscars.",109.587953457
817,"New York City, New York, USA",1937-7-19,Richard Jordan,55.0,"Won
        1
        Golden Globe.",78.3463381246
818,"Durban, Natal, South Africa",1910-11-26,Cyril Cusack,136.0,0,104.991101985
819,"London, England, UK",1887-11-11,Roland Young,72.0,"Nominated for
        1
        Oscar.",128.030116359
820,"Mbabane, Swaziland",1957-5-5,Richard E. Grant,109.0,7 wins & 4 nominations.,58.5516769336
821,"San Francisco, California, USA",1928-2-1,Stuart Whitman,188.0,"Nominated for
        1
        Oscar.",87.8083504449
822,"Lidingö, Stockholms län, Sweden",1933-3-22,May Britt,21.0,0,82.6721423682
823,"Owatonna, Minnesota, USA",1914-6-18,E.G. Marshall,153.0,"Nominated for
        1
        Golden Globe.",101.431895962
824,"Newark, New Jersey, USA",1920-9-18,Jack Warden,162.0,"Nominated for
        2
        Oscars.",95.1786447639
825,"Slabtown, Tennessee, USA",1898-12-5,Grace Moore,9.0,"Nominated for
        1
        Oscar.",116.963723477
826,"Pittsburgh, Pennsylvania, USA",1902-2-8,Lyle Talbot,330.0,0,113.787816564
827,"Bologna, Emilia-Romagna, Italy",1916-9-18,Rossano Brazzi,155.0,1 nomination.,99.1786447639
828,"Milan, Lombardy, Italy",1909-7-5,Isa Miranda,92.0,1 win.,106.384668036
829,"Limerick, Ireland",1930-10-1,Richard Harris,77.0,"Nominated for
        2
        Oscars.",85.144421629
830,"Sheffield, South Yorkshire, England, UK",1959-4-17,Sean Bean,110.0,12 wins & 11 nominations.,56.6023271732
831,"New York City, New York, USA",1965-11-30,Ben Stiller,122.0,"Won
        1
        Primetime Emmy.",49.9794661191
832,"Hermosa Beach, California, USA",1969-8-28,Jack Black,116.0,"Nominated for
        2
        Golden Globes.",46.2368240931
833,"Neath, Glamorgan [now Neath Port Talbot], Wales, UK",1907-1-3,Ray Milland,175.0,"Won
        1
        Oscar.",108.887063655
834,"Newton Highlands, Massachusetts, USA",1918-6-8,Robert Preston,75.0,"Nominated for
        1
        Oscar.",97.4592744695
835,"Modesto, California, USA",1971-1-7,Jeremy Renner,49.0,"Nominated for
        2
        Oscars.",44.8761122519
836,"New Orleans, Louisiana, USA",1978-9-23,Anthony Mackie,52.0,6 wins & 22 nominations.,37.1663244353
837,"Toms River, New Jersey, USA",1975-5-13,Brian Geraghty,46.0,3 wins & 9 nominations.,40.5311430527
838,"New York City, New York, USA",1905-7-10,Thomas Gomez,104.0,"Nominated for
        1
        Oscar.",110.370978782
839,"Jacksonville, Florida, USA",1928-11-3,Wanda Hendrix,47.0,0,87.0527036277
840,"Honolulu, Hawaii, USA",1967-6-20,Nicole Kidman,72.0,"Won
        1
        Oscar.",48.4271047228
841,"Salisbury, Wiltshire, England, UK",1970-5-27,Joseph Fiennes,35.0,"Nominated for
        1
        BAFTA Film Award.",45.492128679
842,"Detroit, Michigan, USA",1932-12-7,Ellen Burstyn,150.0,"Won
        1
        Oscar.",82.9596167009
843,"Brownsville, Texas, USA",1936-6-22,Kris Kristofferson,111.0,"Nominated for
        1
        Oscar.",79.4195756331
844,"Cambridge, Cambridgeshire, England, UK",1923-8-29,Richard Attenborough,77.0,"Won
        2
        Oscars.",92.2354551677
845,"Godalming, Surrey, England, UK",1976-8-2,Sam Worthington,47.0,6 wins & 14 nominations.,39.3073237509
846,"Passaic, New Jersey, USA",1978-6-19,Zoe Saldana,48.0,11 wins & 42 nominations.,37.4291581109
847,"Vernal, Utah, USA",1947-4-18,James Woods,136.0,"Nominated for
        2
        Oscars.",68.5995893224
848,"Chicago, Illinois, USA",1954-6-15,James Belushi,144.0,"Nominated for
        1
        Primetime Emmy.",61.440109514
849,"Oakland, California, USA",1930-8-16,Robert Culp,166.0,"Nominated for
        1
        Golden Globe.",85.2703627652
850,"Brooklyn, New York City, New York, USA",1938-8-29,Elliott Gould,177.0,"Nominated for
        1
        Oscar.",77.234770705
851,"Philadelphia, Pennsylvania, USA",1943-2-3,Blythe Danner,102.0,"Nominated for
        1
        Golden Globe.",72.8021902806
852,"Mogadishu, Somalia",1985-4-10,Barkhad Abdi,6.0,"Nominated for
        1
        Oscar.",30.6201232033
853,"Nairobi, Kenya",1994-6-15,Barkhad Abdirahman,4.0,0,21.440109514
854,"Viareggio, Tuscany, Italy",1946-6-5,Stefania Sandrelli,127.0,25 wins & 17 nominations.,69.4674880219
855,"Allestree, Derbyshire, England, UK",1934-2-17,Alan Bates,85.0,"Nominated for
        1
        Oscar.",81.7631759069
856,"New York City, New York, USA",1924-12-19,Cicely Tyson,88.0,"Nominated for
        1
        Oscar.",90.9267624914
857,"Los Angeles, California, USA",1939-5-22,Paul Winfield,125.0,"Nominated for
        1
        Oscar.",76.5065023956
858,"Philadelphia, Pennsylvania, USA",1958-9-19,Kevin Hooks,21.0,"Nominated for
        1
        Golden Globe.",57.1772758385
859,"Malmö, Skåne län, Sweden",1931-9-29,Anita Ekberg,63.0,"Won
        1
        Golden Globe.",84.1505817933
860,"Chihuahua, Mexico",1915-4-21,Anthony Quinn,168.0,"Won
        2
        Oscars.",100.59137577
861,"Tokyo, Japan",1917-10-22,Joan Fontaine,71.0,"Won
        1
        Oscar.",98.0862422998
862,"Lye, Worcestershire, England, UK",1893-2-19,Cedric Hardwicke,111.0,2 wins.,122.754277892
863,"Port Arthur, Texas, USA",1916-11-20,Evelyn Keyes,55.0,0,99.0061601643
864,"Grayshott, Hampshire, England, UK",1960-9-10,Colin Firth,78.0,"Won
        1
        Oscar.",55.2005475702
865,"New York City, New York, USA",1938-5-22,Richard Benjamin,44.0,"Won
        1
        Golden Globe.",77.5058179329
866,"Bayonne, New Jersey, USA",1938-1-1,Frank Langella,98.0,"Nominated for
        1
        Oscar.",77.8918548939
867,"Park Ridge, Illinois, USA",1945-10-27,Carrie Snodgress,64.0,"Nominated for
        1
        Oscar.",70.0725530459
868,"Washington, District of Columbia, USA",1945-12-9,Michael Nouri,114.0,1 win & 2 nominations.,69.954825462
869,"San Diego, California, USA",1972-8-30,Cameron Diaz,53.0,"Nominated for
        4
        Golden Globes.",43.2306639288
870,"Detroit, Michigan, USA",1930-2-10,Robert Wagner,143.0,"Nominated for
        6
        Golden Globes.",85.7823408624
871,"Canton, Ohio, USA",1926-10-15,Jean Peters,23.0,0,89.106091718
872,"Strathroy, Ontario, Canada",1907-1-16,Alexander Knox,92.0,"Nominated for
        1
        Oscar.",108.851471595
873,"Zanesville, Ohio, USA",1914-8-31,Richard Basehart,112.0,"Nominated for
        1
        BAFTA Film Award.",101.229295003
874,"Hartford, Connecticut, USA",1915-8-2,Gary Merrill,112.0,0,100.309377139
875,"Vienna, Austria",1922-11-13,Oskar Werner,26.0,"Nominated for
        1
        Oscar.",93.0266940452
876,"Brooklyn, New York, USA",1936-12-29,Mary Tyler Moore,77.0,"Nominated for
        1
        Oscar.",78.8993839836
877,"Lower East Side, Manhattan, New York City, New York, USA",1977-11-16,Maggie Gyllenhaal,42.0,"Nominated for
        1
        Oscar.",38.0177960301
878,"Castleknock, Dublin, Ireland",1976-5-31,Colin Farrell,47.0,"Won
        1
        Golden Globe.",39.4798083504
879,"Solln, Munich, Bavaria, Germany",1915-12-13,Curd Jürgens,166.0,"Nominated for
        2
        BAFTA Film Awards.",99.9452429843
880,"St. Joseph, Missouri, USA",1919-5-23,Betty Garrett,33.0,"Won
        1
        Golden Globe.",96.5037645448
881,"Huntsville, Alabama, USA",1902-1-31,Tallulah Bankhead,24.0,2 wins.,113.80971937
882,"Pittsburgh, Pennsylvania, USA",1914-4-16,John Hodiak,38.0,0,101.604380561
883,"Worcester, Massachusetts, USA",1914-2-17,Arthur Kennedy,101.0,"Nominated for
        5
        Oscars.",101.763175907
884,"Liverpool, Merseyside, England, UK",1865-6-19,Dame May Whitty,37.0,"Nominated for
        2
        Oscars.",150.425735797
885,"Athens, Greece",1920-10-18,Melina Mercouri,20.0,"Nominated for
        1
        Oscar.",95.0965092402
886,"Middletown, Connecticut, USA",1911-12-18,Jules Dassin,6.0,"Nominated for
        2
        Oscars.",103.93155373
887,"Parnassida, Greece",1924-1-1,Giorgos Foundas,61.0,2 wins.,91.8932238193
888,"Beverly Hills, Los Angeles, California, USA",1934-3-31,Richard Chamberlain,85.0,"Won
        3
        Golden Globes.",81.6481861739
889,"St. Petersburg, Russian Empire [now Russia]",1906-7-3,George Sanders,135.0,"Won
        1
        Oscar.",109.3908282
890,"New York City, New York, USA",1917-12-7,Hurd Hatfield,76.0,"Nominated for
        1
        Primetime Emmy.",97.9603011636
891,"Denison, Iowa, USA",1921-1-27,Donna Reed,51.0,"Won
        1
        Oscar.",94.8199863107
892,"Marylebone, London, England, UK",1965-1-9,Joely Richardson,57.0,"Nominated for
        2
        Golden Globes.",50.8692676249
893,"Houma, Louisiana, USA",2003-8-28,Quvenzhané Wallis,7.0,"Nominated for
        1
        Oscar.",12.2381930185
894,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",1983-5-6,Gabourey Sidibe,15.0,"Nominated for
        1
        Oscar.",32.5503080082
895,"Woodlawn, Maryland, USA",1967-12-11,Mo'Nique,30.0,"Won
        1
        Oscar.",47.9507186858
896,"Los Angeles, California, USA",1975-12-5,Paula Patton,22.0,1 win & 11 nominations.,39.9671457906
897,"Stoke Newington, London, England, UK",1909-6-7,Jessica Tandy,63.0,"Won
        1
        Oscar.",106.461327858
898,"Ottawa, Ontario, Canada",1952-7-1,Dan Aykroyd,101.0,"Nominated for
        1
        Oscar.",63.394934976
899,"Tulsa, Oklahoma, USA",1952-11-8,Alfre Woodard,108.0,"Nominated for
        1
        Oscar.",63.0390143737
900,"Bad Aussee, Styria, Austria",1943-6-22,Klaus Maria Brandauer,76.0,"Nominated for
        1
        Oscar.",72.4216290212
901,"Boston, Massachusetts, USA",1935-8-12,John Cazale,8.0,"Nominated for
        1
        Golden Globe.",80.2819986311
902,"San Diego, California, USA",1938-2-3,Victor Buono,103.0,"Nominated for
        1
        Oscar.",77.8015058179
903,"Middleton, Manchester, England, UK",1965-10-14,Steve Coogan,109.0,"Nominated for
        2
        Oscars.",50.1081451061
904,"Galveston, Texas, USA",1943-9-3,Valerie Perrine,70.0,"Nominated for
        1
        Oscar.",72.2217659138
905,"Pittsburgh, Pennsylvania, USA",1939-10-24,F. Murray Abraham,113.0,"Won
        1
        Oscar.",76.0821355236
906,"Neuilly-sur-Seine, Hauts-de-Seine, France",1965-10-25,Mathieu Amalric,106.0,17 wins & 24 nominations.,50.0780287474
907,"Marshall, Minnesota, USA",1967-11-13,Steve Zahn,69.0,2 wins & 7 nominations.,48.0273785079
908,"Neuilly-sur-Seine, Hauts-de-Seine, France",1920-2-29,Michèle Morgan,74.0,4 wins.,95.7316906229
909,"Milan, Lombardy, Italy",1957-9-12,Andrea Occhipinti,44.0,3 wins & 13 nominations.,58.1957563313
910,"Camberwell, London, England, UK",1918-2-4,Ida Lupino,105.0,"Nominated for
        3
        Primetime Emmys.",97.7987679671
911,"Paris, France",1955-9-21,François Cluzet,99.0,7 wins & 14 nominations.,60.1724845996
912,"Budapest, Austria-Hungary [now Hungary]",1891-5-26,Paul Lukas,121.0,"Won
        1
        Oscar.",124.492813142
913,"Lincoln, Nebraska, USA",1974-7-30,Hilary Swank,42.0,"Won
        2
        Oscars.",41.3169062286
914,"New York City, New York, USA",1925-10-31,Lee Grant,104.0,"Won
        1
        Oscar.",90.0616016427
915,"Cologne [now North Rhine-Westphalia], Germany",1944-10-14,Udo Kier,226.0,3 wins.,71.1074606434
916,"Memphis, Tennessee, USA",1971-4-11,Vicellous Reon Shannon,59.0,2 nominations.,44.6187542779
917,"Vancouver, British Columbia, Canada",1964-3-31,Deborah Kara Unger,61.0,8 wins & 3 nominations.,51.6468172485
918,"St. Louis, Missouri, USA",1959-1-22,Linda Blair,73.0,"Nominated for
        1
        Oscar.",56.8350444901
919,"Philadelphia, Pennsylvania, USA",1930-12-13,Robert Prosky,75.0,1 win.,84.9445585216
920,"Englewood, New Jersey, USA",1954-2-18,John Travolta,72.0,"Nominated for
        2
        Oscars.",61.7604380561
921,"Boston, Massachusetts, USA",1970-4-29,Uma Thurman,56.0,"Nominated for
        1
        Oscar.",45.568788501
922,"Great Neck, Long Island, New York, USA",1957-3-29,Christopher Lambert,78.0,1 win & 1 nomination.,58.6529774127
923,"San Francisco, California, USA",1960-8-6,Leland Orser,80.0,2 nominations.,55.2963723477
924,"Montréal, Québec, Canada",1951-8-17,Robert Joy,128.0,7 nominations.,64.2683093771
925,"Lewisham, London, England, UK",1972-12-29,Jude Law,60.0,"Nominated for
        2
        Oscars.",42.8993839836
926,"Savannah, Georgia, USA",1941-6-2,Stacy Keach,206.0,"Won
        1
        Golden Globe.",74.4750171116
927,"San Francisco, California, USA",1945-3-18,Susan Tyrrell,79.0,"Nominated for
        1
        Oscar.",70.6830937714
928,"Aberdeen, Aberdeenshire, Scotland, UK",2015-11-23,Sophie Kennedy Clark,16.0,1 win & 1 nomination.,0.0
929,"Stockholm, Sweden",1910-8-15,Signe Hasso,90.0,1 win.,105.273100616
930,"New York City, New York, USA",1984-6-19,Paul Dano,37.0,"Nominated for
        1
        BAFTA Film Award.",31.4277891855
931,"Belfast, Northern Ireland, UK",1953-2-9,Ciarán Hinds,98.0,7 wins & 9 nominations.,62.7843942505
932,"Dallas, Texas, USA",1966-4-8,Robin Wright,53.0,"Won
        1
        Golden Globe.",49.6262833676
933,"Hammersmith, London, England, UK",1960-9-9,Hugh Grant,59.0,"Won
        1
        Golden Globe.",55.2032854209
934,"Gaffney, South Carolina, USA",1958-4-21,Andie MacDowell,55.0,"Nominated for
        3
        Golden Globes.",57.5906913073
935,"Bilston, Staffordshire, England, UK",1952-3-11,James Fleet,92.0,0,63.7015742642
936,"Asbury Park, New Jersey, USA",1944-11-17,Danny DeVito,124.0,"Nominated for
        1
        Oscar.",71.0143737166
937,"Stamford, Connecticut, USA",1958-5-12,Kim Greist,28.0,0,57.5331964408
938,"New York City, New York, USA",1967-9-28,Mira Sorvino,72.0,"Won
        1
        Oscar.",48.1533196441
939,"Bushwick, Brooklyn, New York City, New York, USA",1916-2-26,Jackie Gleason,48.0,"Nominated for
        1
        Oscar.",99.7399041752
940,"Elberon, New Jersey, USA",1917-8-25,Mel Ferrer,107.0,1 win.,98.2450376454
941,"Swansea, West Glamorgan, Wales, UK",1969-9-25,Catherine Zeta-Jones,38.0,"Won
        1
        Oscar.",46.160164271
942,"Idar-Oberstein, West Germany",1955-3-19,Bruce Willis,109.0,"Won
        1
        Golden Globe.",60.681724846
943,"New York City, New York, USA",1952-9-25,Christopher Reeve,46.0,"Nominated for
        1
        Golden Globe.",63.1594798084
944,"Midland, Texas, USA",1950-6-8,Kathy Baker,103.0,"Won
        1
        Golden Globe.",65.4592744695
945,"Coral Gables, Florida, USA",1956-1-27,Mimi Rogers,105.0,1 win & 3 nominations.,59.8220396988
946,"Los Angeles, California, USA",1946-3-12,Liza Minnelli,30.0,"Won
        1
        Oscar.",69.7002053388
947,"San Antonio, Texas, USA",1947-7-21,Wendell Burton,23.0,0,68.3422313484
948,"Brooklyn, New York, USA",1949-7-27,Maury Chaykin,160.0,7 wins & 4 nominations.,66.3244353183
949,"Rochester, New York, USA",1911-2-6,John Lund,28.0,0,104.793976728
950,"Birmingham, Alabama, USA",1918-4-3,Mary Anderson,66.0,1 win.,97.6399726215
951,"Newark, New Jersey, USA",1939-11-22,Allen Garfield,117.0,1 win.,76.0027378508
952,"Newmarket, Ontario, Canada",1962-1-17,Jim Carrey,56.0,"Won
        2
        Golden Globes.",53.8480492813
953,"Paris, France",1943-10-22,Catherine Deneuve,122.0,"Nominated for
        1
        Oscar.",72.0876112252
954,Vietnam,1973-1-1,Linh Dan Pham,28.0,1 win & 1 nomination.,42.8911704312
955,"Plainfield, Indiana, USA",1919-2-12,Forrest Tucker,148.0,2 wins.,96.7775496235
956,"Philadelphia, Pennsylvania, USA",1903-6-18,Jeanette MacDonald,32.0,2 wins.,112.432580424
957,"New York City, New York, USA",1929-6-18,Maggie McNamara,12.0,"Nominated for
        1
        Oscar.",86.431211499
958,"Dublin, Ireland",1945-2-17,Brenda Fricker,86.0,"Won
        1
        Oscar.",70.7624914442
959,"New York City, New York, USA",1928-10-25,Anthony Franciosa,77.0,"Nominated for
        1
        Oscar.",87.0773442847
960,"Salisbury, Wiltshire, England, UK",1942-1-19,Michael Crawford,46.0,"Nominated for
        1
        Primetime Emmy.",73.8425735797
961,"New York City, New York, USA",1943-8-27,Tuesday Weld,63.0,"Nominated for
        1
        Oscar.",72.2409308693
962,"Lombard, Illinois, USA",1958-11-17,Mary Elizabeth Mastrantonio,31.0,"Nominated for
        1
        Oscar.",57.015742642
963,"New York City, New York, USA",1983-10-5,Jesse Eisenberg,37.0,"Nominated for
        1
        Oscar.",32.1341546886
964,"Los Angeles, California, USA",1983-8-20,Andrew Garfield,23.0,"Nominated for
        1
        Golden Globe.",32.2600958248
965,"Memphis, Tennessee, USA",1981-1-31,Justin Timberlake,26.0,"Nominated for
        1
        Golden Globe.",34.8090349076
966,"Washington, District of Columbia, USA",1893-10-15,Ina Claire,12.0,1 win.,122.102669405
967,"Madrid, Madrid, Spain",1963-11-4,Rosario Flores,19.0,1 nomination.,52.052019165
968,"Albelda de Iregua, La Rioja, Spain",1967-1-19,Javier Cámara,49.0,19 wins & 32 nominations.,48.8432580424
969,"Rosario, Santa Fe, Argentina",1959-3-5,Darío Grandinetti,75.0,7 wins & 2 nominations.,56.720054757
